customerID,churn_probability,tenure_risk,contract_risk,health_score,health_category,monthly_charges,annual_revenue_at_risk,recommended_action
4903-UYAVB,0.16843104117947164,0.9305555555555556,1.0,43.7,🟡 At Risk,19.35,39.11,Proactive check-in — contact within 1 week
0118-JPNOY,0.3808399338447503,0.6388888888888888,1.0,41.8,🟡 At Risk,85.8,392.11,Proactive check-in — contact within 1 week
6776-TLWOI,0.1688999821295207,0.9583333333333334,1.0,42.8,🟡 At Risk,19.85,40.23,Proactive check-in — contact within 1 week
3845-FXCYS,0.2871939928821779,0.9722222222222222,1.0,36.5,🔴 Critical,19.65,67.72,Immediate outreach — schedule call within 24 hours
5857-XRECV,0.08262052924006844,0.9722222222222222,0.5,56.7,🟡 At Risk,20.5,20.32,Proactive check-in — contact within 1 week
0725-CXOTM,0.09444917181463357,0.5,0.5,70.3,🟢 Healthy,89.65,101.61,Quarterly review — focus on expansion opportunities
4343-EJVQB,0.38491896282043814,0.9027777777777778,1.0,33.7,🔴 Critical,74.35,343.42,Immediate outreach — schedule call within 24 hours
9000-PLFUZ,0.06387354859605651,0.16666666666666663,0.0,91.8,🟢 Healthy,49.45,37.9,Quarterly review — focus on expansion opportunities
3427-GGZZI,0.677166979298533,0.7361111111111112,1.0,24.1,🔴 Critical,89.1,724.03,Immediate outreach — schedule call within 24 hours
7779-ORAEL,0.02667275376428483,0.375,0.0,87.4,🟢 Healthy,75.15,24.05,Quarterly review — focus on expansion opportunities
0644-OQMDK,0.6970627359536794,0.9444444444444444,1.0,16.8,🔴 Critical,70.65,590.97,Immediate outreach — schedule call within 24 hours
4077-CROMM,0.5557761663797471,0.5694444444444444,1.0,35.1,🔴 Critical,104.2,694.94,Immediate outreach — schedule call within 24 hours
3154-CFSZG,0.22343866573543286,0.3472222222222222,1.0,58.4,🟡 At Risk,90.05,241.45,Proactive check-in — contact within 1 week
2868-MZAGQ,0.755390827111942,0.9861111111111112,1.0,12.6,🔴 Critical,79.25,718.38,Immediate outreach — schedule call within 24 hours
4847-QNOKA,0.39576104551207353,0.9861111111111112,1.0,30.6,🔴 Critical,44.9,213.24,Immediate outreach — schedule call within 24 hours
2220-IAHLS,0.16520379349683598,0.9861111111111112,1.0,42.2,🟡 At Risk,19.4,38.46,Proactive check-in — contact within 1 week
1658-XUHBX,0.30120215143958934,0.18055555555555558,1.0,59.5,🟡 At Risk,88.75,320.78,Proactive check-in — contact within 1 week
6379-RXJRQ,0.6310688167917679,0.8611111111111112,1.0,22.6,🔴 Critical,70.1,530.86,Immediate outreach — schedule call within 24 hours
2378-HTWFW,0.32663416738025336,0.5138888888888888,1.0,48.3,🟡 At Risk,91.0,356.68,Proactive check-in — contact within 1 week
8650-RHRKE,0.5838335591860837,0.9444444444444444,1.0,22.5,🔴 Critical,29.65,207.73,Immediate outreach — schedule call within 24 hours
4377-VDHYI,0.2256875217441275,0.5555555555555556,0.5,62.0,🟡 At Risk,90.8,245.91,Proactive check-in — contact within 1 week
0475-RIJEP,0.3973398239435205,0.4027777777777778,1.0,48.0,🟡 At Risk,77.85,371.19,Proactive check-in — contact within 1 week
1260-TTRXI,0.45579584377146765,0.9444444444444444,1.0,28.9,🔴 Critical,54.3,297.0,Immediate outreach — schedule call within 24 hours
3719-TDVQB,0.016025394443565717,0.25,0.0,91.7,🟢 Healthy,18.95,3.64,Quarterly review — focus on expansion opportunities
6328-ZPBGN,0.7570831464916431,0.8472222222222222,1.0,16.7,🔴 Critical,95.15,864.44,Immediate outreach — schedule call within 24 hours
0201-MIBOL,0.07387959837350139,0.08333333333333337,0.0,93.8,🟢 Healthy,102.4,90.78,Quarterly review — focus on expansion opportunities
4937-QPZPO,0.2510205133300455,0.1527777777777778,0.5,72.9,🟢 Healthy,99.9,300.92,Quarterly review — focus on expansion opportunities
2925-VDZHY,0.008993441707942425,0.0,0.0,99.6,🟢 Healthy,88.7,9.57,Quarterly review — focus on expansion opportunities
6981-TDRFT,0.18347676191261772,0.38888888888888884,0.5,69.2,🟡 At Risk,54.3,119.55,Proactive check-in — contact within 1 week
3413-CSSTH,0.18957174699532112,0.4305555555555556,1.0,57.6,🟡 At Risk,55.7,126.71,Proactive check-in — contact within 1 week
8033-VCZGH,0.27717695488095495,0.3055555555555556,0.5,67.0,🟡 At Risk,103.95,345.75,Proactive check-in — contact within 1 week
4789-KWMXN,0.16347170914261747,0.3472222222222222,0.5,71.4,🟢 Healthy,110.85,217.45,Quarterly review — focus on expansion opportunities
0224-NIJLP,0.035609548142132026,0.8888888888888888,0.0,71.6,🟢 Healthy,20.15,8.61,Quarterly review — focus on expansion opportunities
7542-CYDDM,0.11035018284290835,0.75,1.0,52.0,🟡 At Risk,20.05,26.55,Proactive check-in — contact within 1 week
4718-WXBGI,0.011878545475378813,0.0,0.0,99.4,🟢 Healthy,91.95,13.11,Quarterly review — focus on expansion opportunities
2867-UIMSS,0.6849199467021808,0.9861111111111112,1.0,16.2,🔴 Critical,80.5,661.63,Immediate outreach — schedule call within 24 hours
8495-PRWFH,0.2100890576060197,0.41666666666666663,1.0,57.0,🟡 At Risk,55.65,140.3,Proactive check-in — contact within 1 week
0439-IFYUN,0.5622861094573672,0.75,1.0,29.4,🔴 Critical,74.7,504.03,Immediate outreach — schedule call within 24 hours
5716-LIBJC,0.4696656881284122,0.8194444444444444,0.5,41.9,🟡 At Risk,104.15,586.99,Proactive check-in — contact within 1 week
2868-LLSKM,0.06461299052148975,0.05555555555555558,0.5,85.1,🟢 Healthy,83.65,64.86,Quarterly review — focus on expansion opportunities
8111-RKSPX,0.663749183528382,0.9444444444444444,1.0,18.5,🔴 Critical,72.2,575.07,Immediate outreach — schedule call within 24 hours
2988-QRAJY,0.04861152989613959,0.04166666666666663,0.0,96.3,🟢 Healthy,110.05,64.2,Quarterly review — focus on expansion opportunities
1585-MQSSU,0.16549588725891728,0.7638888888888888,1.0,48.8,🟡 At Risk,51.5,102.28,Proactive check-in — contact within 1 week
0071-NDAFP,0.024740789477605094,0.6527777777777778,0.0,79.2,🟢 Healthy,25.5,7.57,Quarterly review — focus on expansion opportunities
2856-NNASM,0.4566848852767529,0.4027777777777778,1.0,45.1,🟡 At Risk,89.55,490.75,Proactive check-in — contact within 1 week
7328-ZJAJO,0.0063315924817061876,0.18055555555555558,0.0,94.3,🟢 Healthy,19.5,1.48,Quarterly review — focus on expansion opportunities
6458-CYIDZ,0.47901300132080976,0.9305555555555556,1.0,28.1,🔴 Critical,80.7,463.88,Immediate outreach — schedule call within 24 hours
8559-CIZFV,0.07105015885052586,0.7083333333333333,0.5,65.2,🟡 At Risk,77.5,66.08,Proactive check-in — contact within 1 week
1090-PYKCI,0.04786462393550408,0.04166666666666663,0.5,86.4,🟢 Healthy,105.1,60.37,Quarterly review — focus on expansion opportunities
3058-WQDRE,0.42592367700375017,0.8194444444444444,1.0,34.1,🔴 Critical,25.15,128.54,Immediate outreach — schedule call within 24 hours
7547-EKNFS,0.3872691567383963,0.41666666666666663,1.0,48.1,🟡 At Risk,95.25,442.65,Proactive check-in — contact within 1 week
2279-AXJJK,0.2487350277343996,0.2777777777777778,1.0,59.2,🟡 At Risk,95.65,285.5,Proactive check-in — contact within 1 week
6769-DYBQN,0.2815290774779246,0.36111111111111116,1.0,55.1,🟡 At Risk,85.0,287.16,Proactive check-in — contact within 1 week
0909-SELIE,0.017727992988456405,0.1527777777777778,0.0,94.5,🟢 Healthy,80.8,17.19,Quarterly review — focus on expansion opportunities
3417-TSCIC,0.18890628010937066,0.5972222222222222,0.5,62.6,🟡 At Risk,24.85,56.33,Proactive check-in — contact within 1 week
1042-HFUCW,0.07018245760917938,0.6527777777777778,0.5,66.9,🟡 At Risk,54.75,46.11,Proactive check-in — contact within 1 week
4439-JMPMT,0.6039021633180913,0.9305555555555556,1.0,21.9,🔴 Critical,85.75,621.42,Immediate outreach — schedule call within 24 hours
6537-OTKMY,0.38851071644432333,0.7916666666666666,0.5,46.8,🟡 At Risk,50.75,236.6,Proactive check-in — contact within 1 week
8999-EXMNO,0.025119553444402958,0.7361111111111112,0.0,76.7,🟢 Healthy,20.15,6.07,Quarterly review — focus on expansion opportunities
6725-TPKJO,0.012660083828281588,0.38888888888888884,0.0,87.7,🟢 Healthy,20.05,3.05,Quarterly review — focus on expansion opportunities
2446-BEGGB,0.8203799644948199,0.9166666666666666,1.0,11.5,🔴 Critical,98.25,967.23,Immediate outreach — schedule call within 24 hours
7162-WPHPM,0.007707995714355208,0.19444444444444442,0.0,93.8,🟢 Healthy,71.6,6.62,Quarterly review — focus on expansion opportunities
1599-MMYRQ,0.04845144899011057,0.13888888888888884,0.5,83.4,🟢 Healthy,81.45,47.36,Quarterly review — focus on expansion opportunities
8821-KVZKQ,0.057432210058352286,0.02777777777777779,0.5,86.3,🟢 Healthy,58.4,40.25,Quarterly review — focus on expansion opportunities
1496-GGSUK,0.5647697363901402,0.9861111111111112,1.0,22.2,🔴 Critical,25.7,174.17,Immediate outreach — schedule call within 24 hours
6434-TTGJP,0.06481143358102531,0.8611111111111112,0.0,70.9,🟢 Healthy,53.7,41.76,Quarterly review — focus on expansion opportunities
0042-JVWOJ,0.06452245790232398,0.6388888888888888,0.5,67.6,🟡 At Risk,19.6,15.18,Proactive check-in — contact within 1 week
0130-SXOUN,0.16756319701087413,0.08333333333333337,1.0,69.1,🟡 At Risk,89.4,179.76,Proactive check-in — contact within 1 week
2575-GFSOE,0.6176244680462201,0.9027777777777778,1.0,22.0,🔴 Critical,69.0,511.39,Immediate outreach — schedule call within 24 hours
2330-PQGDQ,0.0789477684835958,0.29166666666666663,0.5,77.3,🟢 Healthy,84.2,79.77,Quarterly review — focus on expansion opportunities
1452-UZOSF,0.020410917717146548,0.0,0.0,99.0,🟢 Healthy,106.1,25.99,Quarterly review — focus on expansion opportunities
2097-YVPKN,0.008415534267466501,0.09722222222222221,0.0,96.7,🟢 Healthy,25.75,2.6,Quarterly review — focus on expansion opportunities
2842-JTCCU,0.30886925908372154,0.9722222222222222,1.0,35.4,🔴 Critical,46.05,170.68,Immediate outreach — schedule call within 24 hours
8597-CTXVJ,0.011764315930851208,0.02777777777777779,0.5,88.6,🟢 Healthy,64.95,9.17,Quarterly review — focus on expansion opportunities
6631-HMANX,0.021609476307213445,0.0,0.0,98.9,🟢 Healthy,85.45,22.16,Quarterly review — focus on expansion opportunities
9962-BFPDU,0.1611920609487212,0.9861111111111112,1.0,42.4,🟡 At Risk,20.05,38.78,Proactive check-in — contact within 1 week
3296-SILRA,0.62655078488069,0.9861111111111112,1.0,19.1,🔴 Critical,76.4,574.42,Immediate outreach — schedule call within 24 hours
9681-OXGVC,0.8174708118203653,0.9305555555555556,1.0,11.2,🔴 Critical,100.5,985.87,Immediate outreach — schedule call within 24 hours
6394-HHHZM,0.16705351688714123,0.9583333333333334,1.0,42.9,🟡 At Risk,20.7,41.5,Proactive check-in — contact within 1 week
5995-LFTLE,0.013379247731809745,0.19444444444444442,0.0,93.5,🟢 Healthy,25.3,4.06,Quarterly review — focus on expansion opportunities
5180-UCIIQ,0.2806820077345285,0.6944444444444444,1.0,45.1,🟡 At Risk,40.05,134.9,Proactive check-in — contact within 1 week
1932-UEDCX,0.5804756234164331,0.5416666666666667,1.0,34.7,🔴 Critical,100.6,700.75,Immediate outreach — schedule call within 24 hours
7153-OANIO,0.6100536196303645,0.9861111111111112,1.0,19.9,🔴 Critical,69.95,512.08,Immediate outreach — schedule call within 24 hours
5188-HGMLP,0.2502003119486204,0.25,1.0,60.0,🟡 At Risk,74.0,222.18,Proactive check-in — contact within 1 week
0665-XHDJU,0.10106007909072486,0.0,0.0,94.9,🟢 Healthy,99.4,120.54,Quarterly review — focus on expansion opportunities
6521-YYTYI,0.8154398350307787,0.9861111111111112,1.0,9.6,🔴 Critical,93.3,912.97,Immediate outreach — schedule call within 24 hours
8878-HMWBV,0.4645529854344936,0.9583333333333334,1.0,28.0,🔴 Critical,49.15,273.99,Immediate outreach — schedule call within 24 hours
8265-HKSOW,0.016030358857810692,0.0,0.0,99.2,🟢 Healthy,107.45,20.67,Quarterly review — focus on expansion opportunities
3544-FBCAS,0.017256159921938973,0.0,0.0,99.1,🟢 Healthy,83.6,17.31,Quarterly review — focus on expansion opportunities
5331-RGMTT,0.43063170230226977,0.25,1.0,51.0,🟡 At Risk,99.05,511.85,Proactive check-in — contact within 1 week
4759-PXTAN,0.09928275202176498,0.18055555555555558,0.5,79.6,🟢 Healthy,80.1,95.43,Quarterly review — focus on expansion opportunities
7054-DMVAS,0.019778367447611505,0.25,0.0,91.5,🟢 Healthy,65.3,15.5,Quarterly review — focus on expansion opportunities
3428-MMGUB,0.1149310943922268,0.16666666666666663,0.0,89.3,🟢 Healthy,89.55,123.5,Quarterly review — focus on expansion opportunities
6549-BTYPG,0.028708427275411046,0.16666666666666663,0.0,93.6,🟢 Healthy,60.8,20.95,Quarterly review — focus on expansion opportunities
7823-JSOAG,0.6624421016777126,0.9583333333333334,1.0,18.1,🔴 Critical,74.5,592.22,Immediate outreach — schedule call within 24 hours
3705-RHRFR,0.0466774741949939,0.04166666666666663,0.0,96.4,🟢 Healthy,99.15,55.54,Quarterly review — focus on expansion opportunities
9374-YOLBJ,0.21081092464929657,0.9861111111111112,1.0,39.9,🔴 Critical,19.25,48.7,Immediate outreach — schedule call within 24 hours
9074-KGVOX,0.13185790709976622,0.3055555555555556,1.0,64.2,🟡 At Risk,39.45,62.42,Proactive check-in — contact within 1 week
6128-DAFVY,0.2281251725832502,0.2222222222222222,1.0,61.9,🟡 At Risk,44.85,122.78,Proactive check-in — contact within 1 week
9933-QRGTX,0.06639789413937557,0.16666666666666663,0.0,91.7,🟢 Healthy,97.2,77.45,Quarterly review — focus on expansion opportunities
4476-OSWTN,0.11052317569509011,0.04166666666666663,0.5,83.2,🟢 Healthy,110.55,146.62,Quarterly review — focus on expansion opportunities
3751-KTZEL,0.5282988783497508,0.9861111111111112,1.0,24.0,🔴 Critical,35.05,222.2,Immediate outreach — schedule call within 24 hours
1977-STDKI,0.6969680844048065,0.9861111111111112,1.0,15.6,🔴 Critical,73.0,610.54,Immediate outreach — schedule call within 24 hours
5066-GFJMM,0.23001053936352342,0.9583333333333334,1.0,39.7,🔴 Critical,19.9,54.93,Immediate outreach — schedule call within 24 hours
2661-GKBTK,0.01549066678176478,0.16666666666666663,0.0,94.2,🟢 Healthy,76.95,14.3,Quarterly review — focus on expansion opportunities
0458-HEUZG,0.08612583171093093,0.8194444444444444,0.0,71.1,🟢 Healthy,35.4,36.59,Quarterly review — focus on expansion opportunities
7268-WNTCP,0.006170900136215907,0.13888888888888884,0.0,95.5,🟢 Healthy,20.45,1.51,Quarterly review — focus on expansion opportunities
0824-VWDPO,0.1267514012787122,0.375,0.5,72.4,🟢 Healthy,96.75,147.16,Quarterly review — focus on expansion opportunities
8409-WQJUX,0.25286591067209807,0.6527777777777778,0.5,57.8,🟡 At Risk,54.2,164.46,Proactive check-in — contact within 1 week
2578-JQPHZ,0.07860149910722442,0.38888888888888884,0.0,84.4,🟢 Healthy,100.1,94.42,Quarterly review — focus on expansion opportunities
3278-FSIXX,0.38951452717402535,0.9722222222222222,1.0,31.4,🔴 Critical,45.25,211.51,Immediate outreach — schedule call within 24 hours
5813-UECBU,0.41296293638947223,0.5416666666666667,1.0,43.1,🟡 At Risk,83.85,415.52,Proactive check-in — contact within 1 week
0328-GRPMV,0.6850063033153442,0.9861111111111112,1.0,16.2,🔴 Critical,70.1,576.23,Immediate outreach — schedule call within 24 hours
9746-UGFAC,0.052435513318959105,0.6944444444444444,0.5,66.5,🟡 At Risk,20.85,13.12,Proactive check-in — contact within 1 week
2946-KIQSP,0.21408284761532972,0.5138888888888888,1.0,53.9,🟡 At Risk,33.45,85.93,Proactive check-in — contact within 1 week
0625-AFOHS,0.018225794457254627,0.5972222222222222,0.0,81.2,🟢 Healthy,20.2,4.42,Quarterly review — focus on expansion opportunities
6726-WEXXK,0.34484896832630907,0.625,0.5,54.0,🟡 At Risk,85.9,355.47,Proactive check-in — contact within 1 week
4636-OLWOE,0.04188927088136957,0.25,0.5,80.4,🟢 Healthy,61.0,30.66,Quarterly review — focus on expansion opportunities
4342-HENTK,0.7106957029098647,0.9722222222222222,1.0,15.3,🔴 Critical,70.65,602.53,Immediate outreach — schedule call within 24 hours
4685-ERGHK,0.22816516575301846,0.20833333333333337,0.5,72.3,🟢 Healthy,86.9,237.93,Quarterly review — focus on expansion opportunities
0885-HMGPY,0.008584921784248092,0.13888888888888884,0.0,95.4,🟢 Healthy,69.4,7.15,Quarterly review — focus on expansion opportunities
5003-OKNNK,0.054020663985836076,0.7916666666666666,0.5,63.5,🟡 At Risk,20.35,13.19,Proactive check-in — contact within 1 week
4195-SMMNX,0.1724293008019456,0.9722222222222222,1.0,42.2,🟡 At Risk,20.35,42.11,Proactive check-in — contact within 1 week
7208-PSIHR,0.06733150201312785,0.02777777777777779,0.0,95.8,🟢 Healthy,104.3,84.27,Quarterly review — focus on expansion opportunities
4012-ZTHBR,0.2957787134461699,0.7083333333333333,1.0,44.0,🟡 At Risk,44.95,159.54,Proactive check-in — contact within 1 week
0489-WMEMG,0.12366528618935765,0.6805555555555556,0.5,63.4,🟡 At Risk,49.45,73.38,Proactive check-in — contact within 1 week
7435-ZNUYY,0.0866575696470256,0.9166666666666666,0.5,58.2,🟡 At Risk,20.6,21.42,Proactive check-in — contact within 1 week
1354-YZFNB,0.037051192108147474,0.9444444444444444,0.0,69.8,🟡 At Risk,19.55,8.69,Proactive check-in — contact within 1 week
6956-SMUCM,0.6164822271001215,0.9583333333333334,1.0,20.4,🔴 Critical,99.0,732.38,Immediate outreach — schedule call within 24 hours
2985-FMWYF,0.7182140957871672,0.6805555555555556,1.0,23.7,🔴 Critical,93.5,805.84,Immediate outreach — schedule call within 24 hours
2812-ENYMO,0.12391398924281481,0.6388888888888888,0.5,64.6,🟡 At Risk,54.55,81.11,Proactive check-in — contact within 1 week
2717-HVIZY,0.1264587240027949,0.8888888888888888,1.0,47.0,🟡 At Risk,20.05,30.43,Proactive check-in — contact within 1 week
3223-WZWJM,0.6455696089264402,0.6388888888888888,1.0,28.6,🔴 Critical,83.95,650.35,Immediate outreach — schedule call within 24 hours
3422-GALYP,0.7108650765909366,0.9722222222222222,1.0,15.3,🔴 Critical,79.45,677.74,Immediate outreach — schedule call within 24 hours
9053-JZFKV,0.026987773329057305,0.06944444444444442,0.0,96.6,🟢 Healthy,116.2,37.63,Quarterly review — focus on expansion opportunities
2530-ENDWQ,0.08858693441787222,0.01388888888888884,0.0,95.2,🟢 Healthy,93.7,99.61,Quarterly review — focus on expansion opportunities
2890-WFBHU,0.0255691947975448,0.18055555555555558,0.5,83.3,🟢 Healthy,79.85,24.5,Quarterly review — focus on expansion opportunities
0327-WFZSY,0.3302999251947638,0.45833333333333337,0.5,59.7,🟡 At Risk,100.0,396.36,Proactive check-in — contact within 1 week
7977-HXJKU,0.02253628002771958,0.7083333333333333,0.0,77.6,🟢 Healthy,19.6,5.3,Quarterly review — focus on expansion opportunities
6615-ZGEDR,0.1786242360377897,0.9861111111111112,1.0,41.5,🟡 At Risk,19.7,42.23,Proactive check-in — contact within 1 week
7033-CLAMM,0.009757385600919889,0.33333333333333337,0.0,89.5,🟢 Healthy,20.2,2.37,Quarterly review — focus on expansion opportunities
4023-RTIQM,0.16502555505675454,0.5694444444444444,0.5,64.7,🟡 At Risk,50.4,99.81,Proactive check-in — contact within 1 week
0864-FVJNJ,0.08487407323153426,0.11111111111111116,0.5,82.4,🟢 Healthy,113.35,115.45,Quarterly review — focus on expansion opportunities
7356-IWLFW,0.2698838993362873,0.36111111111111116,1.0,55.7,🟡 At Risk,80.0,259.09,Proactive check-in — contact within 1 week
9541-PWTWO,0.047701747870247446,0.2777777777777778,0.0,89.3,🟢 Healthy,80.95,46.34,Quarterly review — focus on expansion opportunities
3967-VQOGC,0.00987320865417676,0.06944444444444442,0.0,97.4,🟢 Healthy,24.9,2.95,Quarterly review — focus on expansion opportunities
7872-RDDLZ,0.09311178123378339,0.06944444444444442,1.0,73.3,🟢 Healthy,54.9,61.34,Quarterly review — focus on expansion opportunities
9250-WYPLL,0.6439294112517249,0.9305555555555556,1.0,19.9,🔴 Critical,75.55,583.79,Immediate outreach — schedule call within 24 hours
6308-CQRBU,0.057166444533334804,0.01388888888888884,0.0,96.7,🟢 Healthy,109.25,74.95,Quarterly review — focus on expansion opportunities
2754-XBHTB,0.6119021880737668,0.875,1.0,23.2,🔴 Critical,77.65,570.17,Immediate outreach — schedule call within 24 hours
1597-LHYNC,0.548411453211776,0.6388888888888888,1.0,33.4,🔴 Critical,95.0,625.19,Immediate outreach — schedule call within 24 hours
0186-CAERR,0.07366950049318831,0.01388888888888884,0.5,85.9,🟢 Healthy,116.3,102.81,Quarterly review — focus on expansion opportunities
3043-SUDUA,0.07211132683550016,0.5555555555555556,1.0,59.7,🟡 At Risk,19.9,17.22,Proactive check-in — contact within 1 week
5442-BHQNG,0.6007551394668257,0.9722222222222222,1.0,20.8,🔴 Critical,70.35,507.16,Immediate outreach — schedule call within 24 hours
2169-RRLFW,0.006641096219708177,0.01388888888888884,0.0,99.3,🟢 Healthy,25.6,2.04,Quarterly review — focus on expansion opportunities
5872-OEQNH,0.09824618091981142,0.16666666666666663,0.5,80.1,🟢 Healthy,44.45,52.4,Quarterly review — focus on expansion opportunities
3162-KKZXO,0.3499132058741878,0.23611111111111116,0.5,65.4,🟡 At Risk,100.15,420.53,Proactive check-in — contact within 1 week
7055-VKGDA,0.08788379581539575,0.25,0.5,78.1,🟢 Healthy,105.4,111.16,Quarterly review — focus on expansion opportunities
0754-UKWQP,0.7869954141260144,0.9722222222222222,1.0,11.5,🔴 Critical,95.85,905.2,Immediate outreach — schedule call within 24 hours
8873-GLDMH,0.645871054174848,0.9166666666666666,1.0,20.2,🔴 Critical,73.85,572.37,Immediate outreach — schedule call within 24 hours
5696-JVVQY,0.02195699828219398,0.33333333333333337,0.0,88.9,🟢 Healthy,70.1,18.47,Quarterly review — focus on expansion opportunities
8946-BFWSG,0.008047718921152833,0.125,0.0,95.8,🟢 Healthy,25.25,2.44,Quarterly review — focus on expansion opportunities
7493-TPUWZ,0.7184851780186249,0.9861111111111112,1.0,14.5,🔴 Critical,79.15,682.42,Immediate outreach — schedule call within 24 hours
0547-HURJB,0.10174463493114727,0.8333333333333334,1.0,49.9,🟡 At Risk,21.05,25.7,Proactive check-in — contact within 1 week
8904-OPDCK,0.19482350827908515,0.25,1.0,62.8,🟡 At Risk,24.95,58.33,Proactive check-in — contact within 1 week
8845-LWKGE,0.13048361349192322,0.5833333333333333,0.5,66.0,🟡 At Risk,64.5,100.99,Proactive check-in — contact within 1 week
1577-HKTFG,0.0808317309529087,0.5833333333333333,1.0,58.5,🟡 At Risk,19.65,19.06,Proactive check-in — contact within 1 week
8752-STIVR,0.7164115541076728,0.9444444444444444,1.0,15.8,🔴 Critical,79.0,679.16,Immediate outreach — schedule call within 24 hours
0691-NIKRI,0.2597846602226718,0.4444444444444444,0.5,63.7,🟡 At Risk,105.95,330.29,Proactive check-in — contact within 1 week
5022-JNQEQ,0.5146168912622813,0.875,1.0,28.0,🔴 Critical,75.85,468.4,Immediate outreach — schedule call within 24 hours
4558-FANTW,0.3247689024233291,0.7638888888888888,1.0,40.8,🟡 At Risk,91.85,357.96,Proactive check-in — contact within 1 week
3249-VHRIP,0.039950433226056604,0.13888888888888884,0.0,93.8,🟢 Healthy,43.6,20.9,Quarterly review — focus on expansion opportunities
3736-BLEPA,0.20741225062673374,0.6111111111111112,0.5,61.3,🟡 At Risk,91.25,227.12,Proactive check-in — contact within 1 week
4701-LKOZD,0.010614305178998373,0.02777777777777779,0.0,98.6,🟢 Healthy,89.75,11.43,Quarterly review — focus on expansion opportunities
6603-QWSPR,0.08914421925794522,0.36111111111111116,0.0,84.7,🟢 Healthy,104.4,111.68,Quarterly review — focus on expansion opportunities
9921-QFQUL,0.5226962878901644,0.6805555555555556,1.0,33.4,🔴 Critical,90.15,565.45,Immediate outreach — schedule call within 24 hours
1929-ZCBHE,0.051217297891659845,0.3472222222222222,0.5,77.0,🟢 Healthy,40.3,24.77,Quarterly review — focus on expansion opportunities
4378-MYPGO,0.036941797004865266,0.05555555555555558,0.0,96.5,🟢 Healthy,105.25,46.66,Quarterly review — focus on expansion opportunities
8651-ENBZX,0.2454563277706034,0.16666666666666663,0.5,72.7,🟢 Healthy,106.0,312.22,Quarterly review — focus on expansion opportunities
4129-LYCOI,0.07113293020552786,0.06944444444444442,0.0,94.4,🟢 Healthy,104.0,88.77,Quarterly review — focus on expansion opportunities
7798-JVXYM,0.4319082471651912,0.8055555555555556,1.0,34.2,🔴 Critical,69.65,360.99,Immediate outreach — schedule call within 24 hours
8647-SDTWQ,0.29411197007109013,0.20833333333333337,1.0,59.0,🟡 At Risk,74.3,262.23,Proactive check-in — contact within 1 week
2696-ECXKC,0.12137092073987807,0.23611111111111116,0.5,76.8,🟢 Healthy,100.9,146.96,Quarterly review — focus on expansion opportunities
2081-KJSQF,0.2310173082767038,0.9861111111111112,1.0,38.9,🔴 Critical,20.25,56.14,Immediate outreach — schedule call within 24 hours
7623-TRNQN,0.28688191470086005,0.9861111111111112,1.0,36.1,🔴 Critical,49.9,171.78,Immediate outreach — schedule call within 24 hours
3323-CPBWR,0.4522991031965815,0.6805555555555556,1.0,37.0,🔴 Critical,96.9,525.93,Immediate outreach — schedule call within 24 hours
9330-IJWIO,0.6945571122670339,0.8194444444444444,1.0,20.7,🔴 Critical,100.35,836.39,Immediate outreach — schedule call within 24 hours
3384-CTMSF,0.5154641432917619,0.3472222222222222,1.0,43.8,🟡 At Risk,104.1,643.92,Proactive check-in — contact within 1 week
0902-RFHOF,0.03248273322306455,0.4722222222222222,0.5,74.2,🟢 Healthy,20.1,7.83,Quarterly review — focus on expansion opportunities
9286-DOJGF,0.43602356869471026,0.4722222222222222,1.0,44.0,🟡 At Risk,74.95,392.16,Proactive check-in — contact within 1 week
6048-QBXKL,0.43534674146951474,0.9722222222222222,1.0,29.1,🔴 Critical,56.55,295.43,Immediate outreach — schedule call within 24 hours
9661-MHUMO,0.3138886521374771,0.9861111111111112,1.0,34.7,🔴 Critical,49.25,185.51,Immediate outreach — schedule call within 24 hours
7718-RXDGG,0.516923675306863,0.7916666666666666,1.0,30.4,🔴 Critical,68.6,425.53,Immediate outreach — schedule call within 24 hours
1025-FALIX,0.39165041608501827,0.6388888888888888,1.0,41.3,🟡 At Risk,69.05,324.52,Proactive check-in — contact within 1 week
3451-VAWLI,0.01373506276043171,0.5138888888888888,0.0,83.9,🟢 Healthy,19.7,3.25,Quarterly review — focus on expansion opportunities
3407-QGWLG,0.19194347039957466,0.9583333333333334,1.0,41.7,🟡 At Risk,20.05,46.18,Proactive check-in — contact within 1 week
1842-EZJMK,0.29585788222059645,0.3055555555555556,1.0,56.0,🟡 At Risk,103.7,368.17,Proactive check-in — contact within 1 week
2347-WKKAE,0.429767626992252,0.41666666666666663,1.0,46.0,🟡 At Risk,94.4,486.84,Proactive check-in — contact within 1 week
8735-DCXNF,0.18387942587951175,0.8611111111111112,1.0,45.0,🟡 At Risk,54.95,121.25,Proactive check-in — contact within 1 week
3214-IYUUQ,0.049101709479504804,0.1527777777777778,0.5,83.0,🟢 Healthy,93.7,55.21,Quarterly review — focus on expansion opportunities
1936-UAFEH,0.026365351579577787,0.05555555555555558,0.0,97.0,🟢 Healthy,110.25,34.88,Quarterly review — focus on expansion opportunities
3587-PMCOY,0.5028004050317395,0.8611111111111112,0.5,39.0,🔴 Critical,98.9,596.72,Immediate outreach — schedule call within 24 hours
